date,description,amount,currency,channel,category
2025-04-23,PRET A MANGER,-28.46,GBP,direct_debit,meals
2025-05-07,OPEN API,-36.71,GBP,direct_debit,software
2025-06-30,PRET A MANGER,-51.95,GBP,direct_debit,meals
2025-06-27,FACEBOOK ADS,-84.16,GBP,direct_debit,marketing
2025-06-16,AMAZON,-194.47,GBP,card,equipment
2025-04-18,WEWORK RENT,-642.43,GBP,transfer,rent
2025-03-27,AWS CLOUD,-36.9,GBP,transfer,software
2025-05-06,OFFICE RENT LTD,-839.79,GBP,transfer,rent
2025-01-02,UBER TRIP,-58.08,GBP,card,travel
2025-02-13,STARBUCKS,-186.48,GBP,card,meals
2025-03-24,FACEBOOK ADS,-33.95,GBP,transfer,marketing
2025-01-29,WEWORK RENT,-1668.55,GBP,card,rent
2025-01-23,TRAINLINE UK,-165.33,GBP,card,travel
2025-03-16,UBER TRIP,-89.89,GBP,transfer,travel
2025-03-29,GOOGLE ADS,-95.06,GBP,direct_debit,marketing
2025-01-19,RYANAIR FLIGHT,-170.18,GBP,transfer,travel
2025-05-14,UBER TRIP,-11.38,GBP,card,travel
2025-01-28,UBER TRIP,-49.12,GBP,direct_debit,travel
2025-05-03,AWS CLOUD,-61.84,GBP,direct_debit,software
2025-03-10,GITHUB,-170.13,GBP,card,software
2025-02-26,STARBUCKS,-103.74,GBP,transfer,meals
2025-03-26,WEWORK RENT,-1435.7,GBP,direct_debit,rent
2025-04-11,FACEBOOK ADS,-117.18,GBP,card,marketing
2025-05-22,AWS CLOUD,-13.43,GBP,transfer,software
2025-05-21,FACEBOOK ADS,-14.66,GBP,card,marketing
2025-05-14,APPLE STORE,-175.71,GBP,direct_debit,equipment
2025-02-14,GOOGLE ADS,-27.48,GBP,direct_debit,marketing
2025-06-29,APPLE STORE,-161.43,GBP,transfer,equipment
2025-03-03,GITHUB,-25.03,GBP,transfer,software
2025-01-15,UBER TRIP,-17.67,GBP,transfer,travel
2025-03-03,WEWORK RENT,-1677.05,GBP,transfer,rent
2025-02-16,FACEBOOK ADS,-40.32,GBP,transfer,marketing
2025-06-17,OPEN API,-83.32,GBP,card,software
2025-06-05,PRET A MANGER,-184.73,GBP,direct_debit,meals
2025-01-11,WEWORK RENT,-704.83,GBP,card,rent
2025-05-24,UBER TRIP,-89.96,GBP,transfer,travel
2025-02-03,GOOGLE ADS,-54.33,GBP,direct_debit,marketing
2025-05-04,STARBUCKS,-110.44,GBP,direct_debit,meals
2025-01-12,OPEN API,-80.63,GBP,transfer,software
2025-03-01,AWS CLOUD,-133.23,GBP,transfer,software
2025-01-05,TRAINLINE UK,-22.66,GBP,transfer,travel
2025-04-06,PRET A MANGER,-54.41,GBP,card,meals
2025-01-21,GOOGLE ADS,-5.85,GBP,card,marketing
2025-05-02,FACEBOOK ADS,-46.49,GBP,card,marketing
2025-03-08,OFFICE RENT LTD,-1839.6,GBP,direct_debit,rent
2025-03-25,AMAZON,-50.49,GBP,direct_debit,equipment
2025-03-13,PRET A MANGER,-146.48,GBP,card,meals
2025-01-14,UBER TRIP,-5.05,GBP,card,travel
2025-05-25,WEWORK RENT,-916.99,GBP,card,rent
2025-03-10,STARBUCKS,-5.72,GBP,direct_debit,meals
2025-04-02,APPLE STORE,-161.95,GBP,card,equipment
2025-03-27,OFFICE RENT LTD,-814.48,GBP,transfer,rent
2025-01-10,OPEN API,-166.87,GBP,direct_debit,software
2025-03-05,STARBUCKS,-82.32,GBP,direct_debit,meals
2025-01-30,GOOGLE ADS,-110.44,GBP,direct_debit,marketing
2025-01-26,GITHUB,-22.73,GBP,card,software
2025-03-06,OFFICE RENT LTD,-1162.77,GBP,transfer,rent
2025-06-28,NOTION LABS,-25.15,GBP,direct_debit,software
2025-06-16,APPLE STORE,-67.57,GBP,direct_debit,equipment
2025-01-23,STARBUCKS,-60.91,GBP,direct_debit,meals
2025-01-12,AWS CLOUD,-140.76,GBP,direct_debit,software
2025-06-29,UBER TRIP,-14.06,GBP,direct_debit,travel
2025-04-28,OFFICE RENT LTD,-1890.75,GBP,direct_debit,rent
2025-06-05,AMAZON,-199.07,GBP,card,equipment
2025-05-28,UBER TRIP,-43.05,GBP,direct_debit,travel
2025-06-04,NOTION LABS,-99.41,GBP,card,software
2025-03-22,STARBUCKS,-19.11,GBP,transfer,meals
2025-01-22,PRET A MANGER,-65.52,GBP,transfer,meals
2025-01-02,AMAZON,-182.2,GBP,direct_debit,equipment
2025-03-25,APPLE STORE,-79.81,GBP,transfer,equipment
2025-03-23,GITHUB,-111.5,GBP,card,software
2025-01-24,OFFICE RENT LTD,-797.46,GBP,transfer,rent
2025-06-25,APPLE STORE,-21.37,GBP,card,equipment
2025-05-03,APPLE STORE,-8.26,GBP,transfer,equipment
2025-03-29,AMAZON,-36.88,GBP,card,equipment
2025-01-31,OFFICE RENT LTD,-1015.05,GBP,card,rent
2025-02-05,AMAZON,-14.97,GBP,card,equipment
2025-05-28,STARBUCKS,-40.73,GBP,card,meals
2025-02-18,STARBUCKS,-102.26,GBP,transfer,meals
2025-03-21,GOOGLE ADS,-18.6,GBP,transfer,marketing
2025-02-19,PRET A MANGER,-152.38,GBP,direct_debit,meals
2025-06-08,STARBUCKS,-136.52,GBP,transfer,meals
2025-02-17,TRAINLINE UK,-81.91,GBP,transfer,travel
2025-01-08,RYANAIR FLIGHT,-194.66,GBP,transfer,travel
2025-06-26,NOTION LABS,-95.25,GBP,direct_debit,software
2025-05-02,APPLE STORE,-184.31,GBP,transfer,equipment
2025-05-02,WEWORK RENT,-1766.12,GBP,transfer,rent
2025-02-14,UBER TRIP,-54.96,GBP,card,travel
2025-03-27,UBER TRIP,-142.21,GBP,transfer,travel
2025-02-12,FACEBOOK ADS,-96.28,GBP,transfer,marketing
2025-01-04,OFFICE RENT LTD,-1329.76,GBP,card,rent
2025-06-30,AWS CLOUD,-95.56,GBP,transfer,software
2025-04-04,AMAZON,-33.53,GBP,direct_debit,equipment
2025-05-09,OPEN API,-135.24,GBP,transfer,software
2025-03-30,AMAZON,-135.06,GBP,direct_debit,equipment
2025-02-15,OFFICE RENT LTD,-1213.48,GBP,transfer,rent
2025-01-09,OFFICE RENT LTD,-884.74,GBP,transfer,rent
2025-01-26,OPEN API,-167.01,GBP,card,software
2025-01-21,GOOGLE ADS,-63.18,GBP,direct_debit,marketing
2025-05-01,WEWORK RENT,-690.28,GBP,direct_debit,rent
2025-01-23,PRET A MANGER,-196.84,GBP,transfer,meals
2025-02-03,OFFICE RENT LTD,-1479.27,GBP,direct_debit,rent
2025-03-17,STARBUCKS,-148.74,GBP,card,meals
2025-04-26,GITHUB,-105.45,GBP,transfer,software
2025-01-20,FACEBOOK ADS,-87.93,GBP,transfer,marketing
2025-03-12,TRAINLINE UK,-119.07,GBP,transfer,travel
2025-02-05,GITHUB,-174.69,GBP,direct_debit,software
2025-03-06,OFFICE RENT LTD,-951.17,GBP,transfer,rent
2025-04-15,GITHUB,-25.82,GBP,direct_debit,software
2025-01-07,NOTION LABS,-186.5,GBP,card,software
2025-05-13,STARBUCKS,-68.18,GBP,transfer,meals
2025-01-03,FACEBOOK ADS,-21.19,GBP,transfer,marketing
2025-06-07,AMAZON,-150.21,GBP,transfer,equipment
2025-03-17,OPEN API,-144.55,GBP,card,software
2025-03-25,FACEBOOK ADS,-73.72,GBP,card,marketing
2025-06-24,AWS CLOUD,-192.77,GBP,card,software
2025-02-19,OFFICE RENT LTD,-784.63,GBP,card,rent
2025-06-30,AMAZON,-125.92,GBP,card,equipment
2025-04-17,STARBUCKS,-157.9,GBP,direct_debit,meals
2025-06-18,AMAZON,-162.91,GBP,card,equipment
2025-05-23,TRAINLINE UK,-189.73,GBP,card,travel
2025-05-28,WEWORK RENT,-1078.18,GBP,direct_debit,rent
2025-04-19,OFFICE RENT LTD,-1031.17,GBP,transfer,rent
2025-04-15,GOOGLE ADS,-175.85,GBP,transfer,marketing
2025-06-23,WEWORK RENT,-692.52,GBP,transfer,rent
2025-05-17,AMAZON,-144.15,GBP,card,equipment
2025-04-20,RYANAIR FLIGHT,-106.86,GBP,card,travel
2025-03-28,OFFICE RENT LTD,-1217.15,GBP,transfer,rent
2025-01-18,APPLE STORE,-24.35,GBP,transfer,equipment
2025-04-30,APPLE STORE,-188.75,GBP,transfer,equipment
2025-06-04,STARBUCKS,-64.11,GBP,card,meals
2025-05-06,TRAINLINE UK,-158.18,GBP,direct_debit,travel
2025-06-19,STARBUCKS,-116.87,GBP,direct_debit,meals
2025-06-23,APPLE STORE,-101.22,GBP,card,equipment
2025-06-23,GOOGLE ADS,-118.99,GBP,card,marketing
2025-03-12,GOOGLE ADS,-130.8,GBP,direct_debit,marketing
2025-05-09,UBER TRIP,-168.45,GBP,transfer,travel
2025-03-24,NOTION LABS,-99.38,GBP,transfer,software
2025-06-30,RYANAIR FLIGHT,-19.73,GBP,direct_debit,travel
2025-01-10,STARBUCKS,-121.8,GBP,card,meals
2025-02-01,GOOGLE ADS,-43.15,GBP,direct_debit,marketing
2025-01-20,AMAZON,-147.57,GBP,card,equipment
2025-03-29,UBER TRIP,-67.05,GBP,direct_debit,travel
2025-06-28,WEWORK RENT,-1738.66,GBP,transfer,rent
2025-05-02,GOOGLE ADS,-183.55,GBP,transfer,marketing
2025-03-24,GITHUB,-132.96,GBP,direct_debit,software
2025-06-10,AMAZON,-120.05,GBP,transfer,equipment
2025-03-10,GITHUB,-175.35,GBP,direct_debit,software
2025-03-27,WEWORK RENT,-1415.69,GBP,card,rent
2025-03-01,AMAZON,-43.6,GBP,transfer,equipment
2025-03-04,PRET A MANGER,-93.6,GBP,direct_debit,meals
2025-04-19,RYANAIR FLIGHT,-94.5,GBP,transfer,travel
2025-06-24,GITHUB,-98.14,GBP,direct_debit,software
2025-02-12,WEWORK RENT,-857.41,GBP,transfer,rent
2025-04-04,APPLE STORE,-109.29,GBP,direct_debit,equipment
2025-04-26,PRET A MANGER,-124.9,GBP,card,meals
2025-03-09,UBER TRIP,-8.22,GBP,transfer,travel
2025-02-16,GOOGLE ADS,-70.28,GBP,card,marketing
2025-04-20,TRAINLINE UK,-75.97,GBP,direct_debit,travel
2025-04-03,AMAZON,-178.89,GBP,transfer,equipment
2025-04-18,NOTION LABS,-194.82,GBP,card,software
2025-03-07,AWS CLOUD,-174.75,GBP,direct_debit,software
2025-04-26,GITHUB,-145.62,GBP,card,software
2025-03-17,OFFICE RENT LTD,-1006.85,GBP,direct_debit,rent
2025-06-10,GOOGLE ADS,-48.57,GBP,transfer,marketing
2025-01-21,WEWORK RENT,-1951.32,GBP,transfer,rent
2025-01-05,TRAINLINE UK,-92.74,GBP,direct_debit,travel
2025-02-15,STARBUCKS,-143.09,GBP,direct_debit,meals
2025-05-06,STARBUCKS,-110.76,GBP,transfer,meals
2025-05-24,WEWORK RENT,-548.86,GBP,card,rent
2025-01-05,FACEBOOK ADS,-34.89,GBP,card,marketing
2025-05-17,APPLE STORE,-186.94,GBP,direct_debit,equipment
2025-06-26,OFFICE RENT LTD,-1398.5,GBP,transfer,rent
2025-01-21,PRET A MANGER,-151.12,GBP,direct_debit,meals
2025-06-11,WEWORK RENT,-973.25,GBP,transfer,rent
2025-06-23,PRET A MANGER,-136.73,GBP,transfer,meals
2025-05-07,APPLE STORE,-65.64,GBP,transfer,equipment
2025-03-15,NOTION LABS,-94.93,GBP,direct_debit,software
2025-02-03,AWS CLOUD,-38.08,GBP,card,software
2025-03-29,OFFICE RENT LTD,-1078.5,GBP,direct_debit,rent
2025-01-08,FACEBOOK ADS,-148.66,GBP,card,marketing
2025-05-23,OFFICE RENT LTD,-1697.65,GBP,direct_debit,rent
2025-06-25,FACEBOOK ADS,-66.51,GBP,transfer,marketing
2025-03-21,GOOGLE ADS,-196.16,GBP,card,marketing
2025-03-02,FACEBOOK ADS,-118.87,GBP,direct_debit,marketing
2025-05-15,GOOGLE ADS,-104.31,GBP,card,marketing
2025-05-27,STARBUCKS,-158.11,GBP,direct_debit,meals
2025-05-02,FACEBOOK ADS,-82.08,GBP,transfer,marketing
2025-05-07,RYANAIR FLIGHT,-27.66,GBP,transfer,travel
2025-05-16,UBER TRIP,-192.42,GBP,direct_debit,travel
2025-02-27,OFFICE RENT LTD,-1189.21,GBP,direct_debit,rent
2025-01-04,AMAZON,-12.33,GBP,transfer,equipment
2025-04-26,WEWORK RENT,-664.53,GBP,direct_debit,rent
2025-04-12,OPEN API,-163.29,GBP,transfer,software
2025-01-27,AMAZON,-98.32,GBP,direct_debit,equipment
2025-04-20,OFFICE RENT LTD,-1281.9,GBP,direct_debit,rent
2025-04-01,PRET A MANGER,-101.06,GBP,direct_debit,meals
2025-06-27,PRET A MANGER,-17.25,GBP,card,meals
2025-01-29,PRET A MANGER,-11.9,GBP,direct_debit,meals
2025-01-15,RYANAIR FLIGHT,-153.71,GBP,direct_debit,travel
2025-01-31,AWS CLOUD,-115.17,GBP,transfer,software
2025-05-22,WEWORK RENT,-969.53,GBP,direct_debit,rent
2025-01-07,OFFICE RENT LTD,-1744.72,GBP,card,rent
2025-02-11,OFFICE RENT LTD,-593.85,GBP,card,rent
2025-03-25,UBER TRIP,-109.81,GBP,transfer,travel
2025-06-30,PRET A MANGER,-92.98,GBP,transfer,meals
2025-04-03,GOOGLE ADS,-182.42,GBP,card,marketing
2025-02-11,APPLE STORE,-179.19,GBP,transfer,equipment
2025-05-29,AMAZON,-163.25,GBP,direct_debit,equipment
2025-03-25,AMAZON,-146.27,GBP,card,equipment
2025-05-20,WEWORK RENT,-679.16,GBP,direct_debit,rent
2025-02-28,STARBUCKS,-117.41,GBP,transfer,meals
2025-02-16,AMAZON,-180.56,GBP,direct_debit,equipment
2025-05-20,PRET A MANGER,-194.45,GBP,card,meals
2025-04-17,UBER TRIP,-88.36,GBP,transfer,travel
2025-06-22,PRET A MANGER,-196.11,GBP,card,meals
2025-03-28,AMAZON,-57.88,GBP,direct_debit,equipment
2025-04-27,APPLE STORE,-46.83,GBP,card,equipment
2025-02-07,STARBUCKS,-79.33,GBP,card,meals
2025-02-03,AMAZON,-177.15,GBP,card,equipment
2025-02-18,GOOGLE ADS,-158.07,GBP,transfer,marketing
2025-04-01,OFFICE RENT LTD,-1986.29,GBP,direct_debit,rent
2025-01-14,RYANAIR FLIGHT,-80.8,GBP,transfer,travel
2025-03-18,GITHUB,-139.46,GBP,card,software
2025-06-28,NOTION LABS,-21.13,GBP,transfer,software
2025-03-03,TRAINLINE UK,-112.97,GBP,card,travel
2025-06-01,APPLE STORE,-26.98,GBP,transfer,equipment
2025-04-23,AMAZON,-152.67,GBP,card,equipment
2025-03-08,TRAINLINE UK,-70.18,GBP,direct_debit,travel
2025-03-15,NOTION LABS,-51.69,GBP,direct_debit,software
2025-05-11,PRET A MANGER,-108.67,GBP,transfer,meals
2025-02-13,FACEBOOK ADS,-186.84,GBP,direct_debit,marketing
2025-04-29,APPLE STORE,-144.11,GBP,transfer,equipment
2025-02-02,NOTION LABS,-189.46,GBP,card,software
2025-03-28,PRET A MANGER,-177.51,GBP,direct_debit,meals
2025-04-07,AMAZON,-104.15,GBP,direct_debit,equipment
2025-05-16,OPEN API,-72.9,GBP,card,software
2025-04-23,FACEBOOK ADS,-76.18,GBP,transfer,marketing
2025-05-11,OFFICE RENT LTD,-1437.45,GBP,transfer,rent
2025-06-23,FACEBOOK ADS,-92.49,GBP,transfer,marketing
2025-02-08,OPEN API,-114.98,GBP,card,software
2025-03-17,OFFICE RENT LTD,-847.99,GBP,card,rent
2025-04-28,GOOGLE ADS,-30.38,GBP,direct_debit,marketing
2025-03-10,APPLE STORE,-61.22,GBP,direct_debit,equipment
2025-06-18,STARBUCKS,-41.73,GBP,card,meals
2025-04-11,AMAZON,-58.48,GBP,direct_debit,equipment
2025-06-26,PRET A MANGER,-77.54,GBP,direct_debit,meals
2025-03-15,GITHUB,-88.54,GBP,direct_debit,software
2025-01-25,GOOGLE ADS,-6.74,GBP,card,marketing
2025-05-24,RYANAIR FLIGHT,-105.15,GBP,card,travel
2025-05-18,WEWORK RENT,-826.5,GBP,transfer,rent
2025-01-05,UBER TRIP,-108.0,GBP,card,travel
2025-04-21,FACEBOOK ADS,-55.72,GBP,transfer,marketing
2025-06-26,RYANAIR FLIGHT,-117.99,GBP,card,travel
2025-04-08,AMAZON,-109.59,GBP,transfer,equipment
2025-03-29,TRAINLINE UK,-63.81,GBP,card,travel
2025-05-16,NOTION LABS,-184.05,GBP,transfer,software
2025-02-28,RYANAIR FLIGHT,-49.62,GBP,direct_debit,travel
2025-05-05,UBER TRIP,-50.23,GBP,direct_debit,travel
2025-06-15,APPLE STORE,-145.47,GBP,transfer,equipment
2025-05-03,FACEBOOK ADS,-40.9,GBP,card,marketing
2025-02-10,UBER TRIP,-189.34,GBP,card,travel
2025-01-02,GOOGLE ADS,-38.72,GBP,transfer,marketing
2025-06-01,STARBUCKS,-56.26,GBP,transfer,meals
2025-06-18,FACEBOOK ADS,-13.07,GBP,direct_debit,marketing
2025-06-12,GITHUB,-168.17,GBP,transfer,software
2025-02-24,OPEN API,-197.81,GBP,card,software
2025-05-29,GOOGLE ADS,-129.31,GBP,card,marketing
2025-05-04,NOTION LABS,-121.58,GBP,direct_debit,software
2025-03-21,FACEBOOK ADS,-57.38,GBP,transfer,marketing
2025-06-30,TRAINLINE UK,-183.85,GBP,transfer,travel
2025-03-04,NOTION LABS,-44.59,GBP,direct_debit,software
2025-01-30,AMAZON,-28.72,GBP,direct_debit,equipment
2025-05-01,APPLE STORE,-166.79,GBP,direct_debit,equipment
2025-03-07,PRET A MANGER,-76.37,GBP,transfer,meals
2025-04-16,APPLE STORE,-88.47,GBP,transfer,equipment
2025-03-28,PRET A MANGER,-82.11,GBP,transfer,meals
2025-01-01,RYANAIR FLIGHT,-142.06,GBP,direct_debit,travel
2025-06-26,GOOGLE ADS,-25.05,GBP,direct_debit,marketing
2025-02-28,TRAINLINE UK,-116.8,GBP,direct_debit,travel
2025-02-02,GOOGLE ADS,-153.95,GBP,card,marketing
2025-04-24,OFFICE RENT LTD,-1834.43,GBP,card,rent
2025-03-03,OPEN API,-164.47,GBP,transfer,software
2025-02-05,APPLE STORE,-40.99,GBP,card,equipment
2025-02-02,APPLE STORE,-45.12,GBP,transfer,equipment
2025-03-08,PRET A MANGER,-88.82,GBP,card,meals
2025-06-02,NOTION LABS,-58.3,GBP,direct_debit,software
2025-03-15,PRET A MANGER,-12.13,GBP,transfer,meals
2025-01-07,WEWORK RENT,-1872.0,GBP,card,rent
2025-03-05,STARBUCKS,-184.8,GBP,direct_debit,meals
2025-03-08,AMAZON,-100.15,GBP,transfer,equipment
2025-03-30,STARBUCKS,-87.58,GBP,transfer,meals
2025-02-18,UBER TRIP,-158.55,GBP,direct_debit,travel
2025-04-22,FACEBOOK ADS,-44.63,GBP,card,marketing
2025-04-22,WEWORK RENT,-1077.99,GBP,card,rent
2025-03-31,WEWORK RENT,-1787.37,GBP,direct_debit,rent
2025-04-12,GOOGLE ADS,-177.8,GBP,direct_debit,marketing
2025-04-02,STARBUCKS,-93.25,GBP,direct_debit,meals
2025-06-06,AMAZON,-111.56,GBP,card,equipment
2025-01-02,AWS CLOUD,-47.93,GBP,card,software
2025-01-09,WEWORK RENT,-1437.61,GBP,direct_debit,rent
2025-03-27,AMAZON,-44.31,GBP,direct_debit,equipment
2025-06-05,UBER TRIP,-193.16,GBP,card,travel
2025-03-15,WEWORK RENT,-1587.51,GBP,card,rent
2025-05-21,APPLE STORE,-26.47,GBP,card,equipment
2025-01-29,STARBUCKS,-43.29,GBP,card,meals
2025-03-02,OFFICE RENT LTD,-1545.25,GBP,card,rent
2025-05-28,GITHUB,-169.19,GBP,transfer,software
2025-03-11,PRET A MANGER,-58.73,GBP,direct_debit,meals
2025-05-07,GOOGLE ADS,-186.75,GBP,direct_debit,marketing
2025-02-02,STARBUCKS,-88.25,GBP,direct_debit,meals
2025-02-18,TRAINLINE UK,-172.04,GBP,card,travel
2025-05-18,RYANAIR FLIGHT,-13.52,GBP,card,travel
2025-05-05,WEWORK RENT,-1306.49,GBP,transfer,rent
2025-05-27,OPEN API,-55.01,GBP,card,software
2025-01-02,GITHUB,-51.75,GBP,card,software
2025-05-14,APPLE STORE,-21.36,GBP,direct_debit,equipment
2025-01-25,PRET A MANGER,-77.74,GBP,transfer,meals
2025-03-08,TRAINLINE UK,-15.02,GBP,direct_debit,travel
2025-01-12,UBER TRIP,-23.96,GBP,direct_debit,travel
2025-06-21,OFFICE RENT LTD,-878.53,GBP,card,rent
2025-03-30,OFFICE RENT LTD,-1348.81,GBP,card,rent
2025-03-22,AMAZON,-80.57,GBP,card,equipment
2025-06-17,AMAZON,-26.89,GBP,direct_debit,equipment
2025-05-05,OFFICE RENT LTD,-1263.86,GBP,card,rent
2025-01-18,NOTION LABS,-48.52,GBP,direct_debit,software
2025-04-23,TRAINLINE UK,-9.84,GBP,transfer,travel
2025-02-26,PRET A MANGER,-150.59,GBP,card,meals
2025-01-07,STARBUCKS,-108.14,GBP,direct_debit,meals
2025-02-22,NOTION LABS,-191.89,GBP,transfer,software
2025-04-19,WEWORK RENT,-1661.12,GBP,direct_debit,rent
2025-06-05,WEWORK RENT,-829.85,GBP,card,rent
2025-06-01,GITHUB,-185.71,GBP,direct_debit,software
2025-03-08,TRAINLINE UK,-153.03,GBP,card,travel
2025-01-30,OFFICE RENT LTD,-904.68,GBP,direct_debit,rent
2025-03-10,TRAINLINE UK,-85.53,GBP,transfer,travel
2025-02-15,WEWORK RENT,-829.51,GBP,direct_debit,rent
2025-02-28,GITHUB,-47.82,GBP,direct_debit,software
2025-02-21,WEWORK RENT,-1203.76,GBP,direct_debit,rent
2025-04-01,AWS CLOUD,-85.8,GBP,direct_debit,software
2025-02-28,NOTION LABS,-188.54,GBP,direct_debit,software
2025-02-22,GOOGLE ADS,-175.81,GBP,card,marketing
2025-05-25,AWS CLOUD,-158.53,GBP,transfer,software
2025-02-02,GITHUB,-124.75,GBP,card,software
2025-01-24,STARBUCKS,-79.48,GBP,direct_debit,meals
2025-05-03,RYANAIR FLIGHT,-63.16,GBP,direct_debit,travel
2025-02-01,FACEBOOK ADS,-199.22,GBP,direct_debit,marketing
2025-02-14,PRET A MANGER,-141.3,GBP,direct_debit,meals
2025-05-11,OFFICE RENT LTD,-1107.89,GBP,card,rent
2025-06-22,STARBUCKS,-79.87,GBP,transfer,meals
2025-05-16,PRET A MANGER,-142.76,GBP,direct_debit,meals
2025-05-14,GITHUB,-68.6,GBP,transfer,software
2025-05-29,AMAZON,-197.16,GBP,direct_debit,equipment
2025-02-03,OFFICE RENT LTD,-1224.45,GBP,card,rent
2025-05-17,OFFICE RENT LTD,-1396.65,GBP,transfer,rent
2025-05-28,FACEBOOK ADS,-68.86,GBP,transfer,marketing
2025-04-01,APPLE STORE,-147.62,GBP,direct_debit,equipment
2025-04-25,GOOGLE ADS,-151.18,GBP,card,marketing
2025-06-25,OPEN API,-164.81,GBP,transfer,software
2025-03-08,STARBUCKS,-136.59,GBP,card,meals
2025-01-13,OFFICE RENT LTD,-1005.09,GBP,direct_debit,rent
2025-03-25,STARBUCKS,-163.6,GBP,card,meals
2025-03-18,AMAZON,-150.32,GBP,transfer,equipment
2025-03-14,GITHUB,-143.68,GBP,direct_debit,software
2025-01-30,OFFICE RENT LTD,-716.72,GBP,card,rent
2025-04-11,WEWORK RENT,-840.37,GBP,direct_debit,rent
2025-05-13,TRAINLINE UK,-43.66,GBP,transfer,travel
2025-03-24,UBER TRIP,-95.94,GBP,card,travel
2025-05-31,STARBUCKS,-85.98,GBP,transfer,meals
2025-06-12,GITHUB,-125.71,GBP,direct_debit,software
2025-02-09,APPLE STORE,-11.04,GBP,direct_debit,equipment
2025-02-28,PRET A MANGER,-94.52,GBP,transfer,meals
2025-02-12,PRET A MANGER,-75.87,GBP,direct_debit,meals
2025-01-17,WEWORK RENT,-658.29,GBP,transfer,rent
2025-03-28,OFFICE RENT LTD,-1564.64,GBP,card,rent
2025-01-28,OFFICE RENT LTD,-1288.98,GBP,card,rent
2025-05-17,GOOGLE ADS,-187.22,GBP,direct_debit,marketing
2025-03-27,PRET A MANGER,-113.7,GBP,transfer,meals
2025-03-07,APPLE STORE,-39.78,GBP,card,equipment
2025-03-01,GITHUB,-65.85,GBP,direct_debit,software
2025-04-23,APPLE STORE,-69.66,GBP,direct_debit,equipment
2025-02-12,PRET A MANGER,-196.88,GBP,transfer,meals
2025-02-19,OFFICE RENT LTD,-506.72,GBP,direct_debit,rent
2025-01-01,GOOGLE ADS,-27.93,GBP,card,marketing
2025-05-26,GOOGLE ADS,-92.8,GBP,card,marketing
2025-06-27,GOOGLE ADS,-188.31,GBP,card,marketing
2025-04-15,PRET A MANGER,-117.65,GBP,transfer,meals
2025-02-22,PRET A MANGER,-138.2,GBP,transfer,meals
2025-02-03,AWS CLOUD,-64.16,GBP,card,software
2025-04-30,APPLE STORE,-52.22,GBP,direct_debit,equipment
2025-05-30,NOTION LABS,-148.42,GBP,card,software
2025-03-10,STARBUCKS,-61.49,GBP,card,meals
2025-06-26,GITHUB,-82.94,GBP,card,software
2025-06-19,APPLE STORE,-52.23,GBP,direct_debit,equipment
2025-06-23,WEWORK RENT,-746.54,GBP,card,rent
2025-05-17,GOOGLE ADS,-134.37,GBP,transfer,marketing
2025-03-07,APPLE STORE,-126.8,GBP,transfer,equipment
2025-02-10,STARBUCKS,-55.66,GBP,transfer,meals
2025-01-19,STARBUCKS,-7.86,GBP,direct_debit,meals
2025-02-28,STARBUCKS,-91.55,GBP,transfer,meals
2025-06-08,GOOGLE ADS,-158.49,GBP,transfer,marketing
2025-03-30,WEWORK RENT,-1263.52,GBP,direct_debit,rent
2025-03-14,OFFICE RENT LTD,-502.37,GBP,direct_debit,rent
2025-06-29,TRAINLINE UK,-156.06,GBP,direct_debit,travel
2025-02-08,WEWORK RENT,-1046.64,GBP,card,rent
2025-05-18,OFFICE RENT LTD,-1598.7,GBP,transfer,rent
2025-02-22,GOOGLE ADS,-50.68,GBP,transfer,marketing
2025-02-19,PRET A MANGER,-9.2,GBP,direct_debit,meals
2025-06-03,TRAINLINE UK,-184.18,GBP,direct_debit,travel
2025-03-02,AMAZON,-199.09,GBP,card,equipment
2025-01-23,RYANAIR FLIGHT,-134.56,GBP,transfer,travel
2025-06-05,OPEN API,-67.52,GBP,direct_debit,software
2025-01-25,PRET A MANGER,-132.59,GBP,transfer,meals
2025-03-19,GITHUB,-61.63,GBP,card,software
2025-06-24,GOOGLE ADS,-78.88,GBP,direct_debit,marketing
2025-01-07,TRAINLINE UK,-186.83,GBP,direct_debit,travel
2025-03-18,STARBUCKS,-141.0,GBP,card,meals
2025-02-01,FACEBOOK ADS,-69.1,GBP,transfer,marketing
2025-06-05,APPLE STORE,-175.28,GBP,direct_debit,equipment
2025-02-19,TRAINLINE UK,-162.78,GBP,transfer,travel
2025-03-13,RYANAIR FLIGHT,-104.36,GBP,direct_debit,travel
2025-03-03,TRAINLINE UK,-108.87,GBP,direct_debit,travel
2025-01-16,OFFICE RENT LTD,-857.82,GBP,card,rent
2025-03-31,TRAINLINE UK,-5.76,GBP,transfer,travel
2025-03-21,FACEBOOK ADS,-194.55,GBP,transfer,marketing
2025-04-22,GOOGLE ADS,-78.21,GBP,transfer,marketing
2025-02-13,AMAZON,-78.18,GBP,transfer,equipment
2025-05-11,PRET A MANGER,-97.63,GBP,card,meals
2025-01-07,AMAZON,-162.54,GBP,card,equipment
2025-02-07,OFFICE RENT LTD,-1279.55,GBP,transfer,rent
2025-05-31,UBER TRIP,-65.88,GBP,transfer,travel
2025-01-05,AMAZON,-152.58,GBP,card,equipment
2025-03-02,PRET A MANGER,-104.18,GBP,card,meals
